cve_ent,poblacion,nombre,casos
20312,12760,San Pedro Jicayan,22
20313,803,San Pedro Jocotipac,0
20314,1668,San Pedro Juchatengo,2
20555,3093,Trinidad Zaachila,65
20315,1727,San Pedro Martir,24
20316,727,San Pedro Martir Quiechapa,5
20556,259,La Trinidad Vista Hermosa,3
20317,1299,San Pedro Martir Yucuxaco,0
20362,1510,Santa Catarina Cuixtla,15
20319,1110,San Pedro Mixtepec Distrito 26,5
20320,702,San Pedro Molinos,11
20321,750,San Pedro Nopala,3
20322,847,San Pedro Ocopetatillo,0
20323,2203,San Pedro Ocotepec,2
20325,11353,San Pedro Quiatoni,36
20342,3710,San Raymundo Jalpan,121
20326,5245,San Pedro Sochiapam,10
20327,15367,San Pedro Tapanatepec,135
20328,1251,San Pedro Taviche,1
20329,1279,San Pedro Teozacoalco,1
20330,4422,San Pedro Teutila,67
20335,960,San Pedro Yaneri,1
20367,4677,Santa Catarina Mechoacan,11
20336,1819,San Pedro Yolox,10
20368,2017,Santa Catarina Minas,35
20338,11426,Villa de Etla,507
20339,4295,San Pedro y San Pablo Teposcolula,51
20343,1988,San Sebastian Abasolo,70
20346,1500,San Sebastian Nicananduta,6
20344,2802,San Sebastian Coatlan,11
20345,4222,San Sebastian Ixcapa,12
20356,2148,Santa Ana del Valle,11
20357,837,Santa Ana Tavela,0
20347,3783,San Sebastian Rio Hondo,6
20348,8531,San Sebastian Tecomaxtlahuaca,49
26023,6755,Cumpas,106
20349,2036,San Sebastian Teitipac,22
20360,3913,Santa Ana Zegache,46
20350,19272,San Sebastian Tutla,1109
20351,2866,San Simon Almolongas,10
20540,8024,Villa de Tamazulapam del Progreso,125
20352,4367,San Simon Zahuatlan,6
20353,2259,Santa Ana,9
20354,532,Santa Ana Ateixtlahuaca,0
20355,740,Santa Ana Cuauhtemoc,0
20358,2060,Santa Ana Tlapacoyan,10
20359,923,Santa Ana Yareni,3
20361,943,Santa Catalina Quieri,1
20363,2719,Santa Catarina Ixtepeji,31
20369,2006,Santa Catarina Quiane,36
20365,1140,Santa Catarina Lachatao,3
20370,681,Santa Catarina Tayata,3
20376,377,Santa Cruz de Bravo,0
20372,1741,Santa Catarina Yosonotu,3
20373,384,Santa Catarina Zapoquila,0
20374,1625,Santa Cruz Acatepec,2
20375,13683,Santa Cruz Amilpas,760
20379,3063,Santa Cruz Nundaco,6
20380,2233,Santa Cruz Papalutla,64
20381,2788,Santa Cruz Tacache de Mina,28
20382,1151,Santa Cruz Tacahua,4
20383,624,Santa Cruz Tayata,0
20403,3255,Santa Maria Coyotepec,156
20387,2944,Santa Gertrudis,40
20384,4969,Santa Cruz Xitla,22
20390,52119,Santa Lucia del Camino,3401
20391,3548,Santa Lucia Miahuatlan,5
20408,514,Santa Maria del Rosario,2
20392,6679,Santa Lucia Monteverde,9
20393,3985,Santa Lucia Ocotlan,35
20395,1783,Santa Maria Apazco,4
20396,3384,Santa Maria la Asuncion,1
20418,13616,Santa Maria Jalapa del Marques,156
20398,4436,Ayoquezco de Aldama,38
20399,37206,Santa Maria Atzompa,1652
20400,1683,Santa Maria Camotlan,24
20402,1104,Santa Maria Cortijo,2
20419,537,Santa Maria Jaltianguis,3
20404,769,Santa Maria Chachoapam,4
20405,2213,Villa de Chilapa de Diaz,19
20432,957,Santa Maria Temaxcalapa,9
20409,9409,Santa Maria del Tule,610
20411,855,Santa Maria Guelace,9
20436,1028,Santa Maria Texcatitlan,0
20437,9632,Santa Maria Tlahuitoltepec,50
20412,3277,Santa Maria Guienagati,10
20414,11850,Santa Maria Huazolotitlan,35
20415,5145,Santa Maria Ipalapa,12
20416,508,Santa Maria Ixcatlan,1
20420,2010,Santa Maria Lachixio,7
20421,4837,Santa Maria Mixtequilla,82
20422,623,Santa Maria Nativitas,4
20423,509,Santa Maria Nduayaco,0
20425,2202,Santa Maria Papalo,3
20518,142,Santo Domingo Tlatayapam,2
20428,1997,Santa Maria Quiegolani,10
20429,1519,Santa Maria Sola,6
20430,386,Santa Maria Tataltepec,0
21058,20984,Chilchotla,35
20431,1744,Santa Maria Tecomavaca,15
22002,28189,Pinal de Amoles,358
20433,2687,Santa Maria Temaxcaltepec,2
20438,1760,Santa Maria Tlalixtac,1
24034,15504,San Vicente Tancuayalab,257
20434,4419,Santa Maria Teopoxco,5
24041,20596,Tanlajas,329
20439,26383,Santa Maria Tonameca,188
21200,3624,Xochiapulco,6
20442,288,Santa Maria Yalina,0
20444,426,Santa Maria Yolotepec,0
25016,22273,San Ignacio,293
20443,510,Santa Maria Yavesia,2
20445,1699,Santa Maria Yosoyua,6
20446,6475,Santa Maria Yucuhiti,9
20448,2286,Santa Maria Zaniza,0
20449,3128,Santa Maria Zoquitlan,13
20451,928,Santiago Apoala,1
20453,4113,Santiago Astata,47
20463,545,Santiago Huauclilla,2
20454,3128,Santiago Atitlan,2
20464,373,Santiago Ihuitlan Plumas,0
20455,2803,Santiago Ayuquililla,19
20458,990,Santiago Comaltepec,2
20461,560,Santiago del Rio,4
20465,1675,Santiago Ixcuintepec,2
20468,14474,Santiago Jocotepec,12
20469,37344,Santiago Juxtlahuaca,292
20471,517,Santiago Lalopa,0
20472,3524,Santiago Laollaga,55
20486,2557,Villa Tejupam de la Union,31
20473,1357,Santiago Laxopa,1
20474,3398,Santiago Llano Grande,20
20475,10252,Santiago Matatlan,75
20476,425,Santiago Miltepec,1
20493,562,Santiago Tillo,3
20478,1820,Santiago Nacaltepec,1
20480,945,Santiago Nundiche,1
20482,55235,Santiago Pinotepa Nacional,636
20483,10950,Santiago Suchilquitongo,243
20497,4470,Santiago Yaitepec,11
20485,3182,Santiago Tapextla,6
20487,2116,Santiago Tenango,9
20488,127,Santiago Tepetlapa,2
20502,5472,Santiago Zacatepec,7
20489,5087,Santiago Tetepec,12
20490,3214,Santiago Texcalcingo,3
20503,402,Santiago Zoochila,1
20491,4566,Santiago Textitlan,5
20494,4904,Santiago Tlazoyaltepec,18
20496,2153,Santiago Xiacui,12
20499,2211,Santiago Yolomecatl,41
20504,1687,Nuevo Zoquiapam,2
20501,946,Santiago Yucuyachi,6
20505,8300,Santo Domingo Ingenio,357
20506,796,Santo Domingo Albarradas,3
20507,3525,Santo Domingo Armenta,7
20508,1574,Santo Domingo Chihuitan,43
20509,11529,Santo Domingo de Morelos,6
20510,685,Santo Domingo Ixcatlan,11
20511,3343,Santo Domingo Nuxaa,5
20512,850,Santo Domingo Ozolotepec,7
20519,3079,Santo Domingo Tomaltepec,87
20541,1702,Tanetze de Zaragoza,2
20520,7210,Santo Domingo Tonala,54
20521,251,Santo Domingo Tonaltepec,3
20522,1203,Santo Domingo Xagacia,0
20523,1618,Santo Domingo Yanhuitlan,19
20527,2741,Santos Reyes Papalo,2
20528,1023,Santos Reyes Tepejillo,9
20529,1352,Santos Reyes Yucuna,2
20535,2938,San Vicente Lachixio,6
20530,3724,Santo Tomas Jalieza,42
20531,2745,Santo Tomas Mazaltepec,31
20536,447,San Vicente Nuñu,6
20532,3927,Santo Tomas Ocotepec,7
20537,6872,Silacayoapam,48
20538,715,Sitio de Xitlapehua,8
20533,2329,Santo Tomas Tamazulapan,25
20539,5930,Soledad Etla,219
20534,4062,San Vicente Coatlan,38
20542,833,Taniche,7
20544,981,Teococuilco de Marcos Perez,6
20546,6082,Teotitlan del Valle,69
20545,10338,Teotitlan de Flores Magon,143
20550,5745,San Jeronimo Tlacochahuaya,158
20558,1464,Valerio Trujano,32
20551,24027,Tlacolula de Matamoros,997
20552,466,Tlacotepec Plumas,4
20553,10912,Tlalixtac de Cabrera,460
20561,2935,Yaxe,8
20562,1601,Magdalena Yodocono de Porfirio Diaz,7
20554,5577,Totontepec Villa de Morelos,15
20568,1494,Zapotitlan Palmas,16
20557,16061,Union Hidalgo,170
20559,23370,San Juan Bautista Valle Nacional,97
20560,6980,Villa Diaz Ordaz,29
20563,1290,Yogana,8
20569,1672,Santa Ines de Zaragoza,5
20570,20892,Zimatlan de Alvarez,435
21001,69076,Acajete,294
21002,9700,Acateno,32
21003,37718,Acatlan,490
21004,62477,Acatzingo,226
21005,3132,Acteopan,9
21006,16753,Ahuacatlan,25
21007,3428,Ahuatlan,15
21008,12082,Ahuazotepec,42
21009,1893,Ahuehuetitla,15
21010,70090,Ajalpan,147
21011,1907,Albino Zertuche,19
21012,6920,Aljojuca,26
21013,22578,Altepexi,64
21014,5245,Amixtlan,14
21015,125961,Amozoc,854
21016,9196,Aquixtla,41
20564,1200,Yutanduchi de Guerrero,1
20565,46846,Villa de Zaachila,1406
20566,3159,San Mateo Yucutindoo,4
21059,2408,Chinantla,18
21060,7936,Domingo Arenas,27
21061,13471,Eloxochitlan,10
21062,5100,Epatlan,33
21063,15794,Esperanza,55
21064,17984,Francisco Z. Mena,37
21065,21893,General Felipe Angeles,27
21066,6121,Guadalupe,56
21067,18052,Guadalupe Victoria,75
21068,8157,Hermenegildo Galeana,13
21069,26310,Huaquechula,135
21070,6848,Huatlatlauca,27
20567,3268,Zapotitlan Lagunas,9
21073,8989,Huehuetlan el Chico,110
21074,78403,Huejotzingo,1314
21075,13559,Hueyapan,34
21076,27794,Hueytamalco,125
21077,5785,Hueytlalpan,16
21078,15926,Huitzilan de Serdan,38
21079,5807,Huitziltepec,20
21020,7418,Atoyatempan,32
21021,1390,Atzala,12
26038,5400,Moctezuma,166
21028,2789,Camocuautla,4
21029,3932,Caxhuacan,16
21030,795,Coatepec,8
21034,43151,Coronango,421
26039,6756,Naco,52
21038,10686,Cuapiaxtla de Madero,41
21039,9886,Cuautempan,14
21040,10918,Cuautinchan,33
21041,126781,Cuautlancingo,1815
21042,3296,Cuayuca de Andrade,16
21043,51238,Cuetzalan del Progreso,123
21044,16688,Cuyoaco,79
21045,50167,Chalchicomula de Sesma,374
21046,8254,Chapulco,30
21047,21127,Chiautla,387
21048,21492,Chiautzingo,186
21049,17625,Chiconcuautla,35
21050,27408,Chichiquila,47
21051,36514,Chietla,459
21052,1259,Chigmecatitlan,0
21053,66338,Chignahuapan,807
21054,36244,Chignautla,294
21055,4862,Chila,18
21056,1498,Chila de la Sal,11
21057,8363,Honey,9
21080,2817,Atlequizayan,4
21084,7501,Ixtepec,15
21085,82453,Izucar de Matamoros,1317
21086,12830,Jalpan,51
21087,13814,Jolalpan,34
21088,4833,Jonotla,15
21089,13788,Jopala,32
21090,22555,Juan C. Bonilla,258
26041,14231,Nacozari de Garcia,486
21091,11422,Juan Galindo,117
26042,177079,Navojoa,5871
21095,594,La Magdalena Tlatlauquitepec,9
30092,40406,Xico,208
21097,2501,Mixtla,7
21099,20442,Cañada Morelos,31
21100,10494,Naupan,35
21101,3644,Nauzontla,13
21102,13190,Nealtican,50
21103,6672,Nicolas Bravo,26
21104,33027,Nopalucan,123
21105,5066,Ocotepec,22
21106,29976,Ocoyucan,239
21107,12372,Olintla,10
21108,19352,Oriental,142
21109,23302,Pahuatlan,70
21110,48935,Palmar de Bravo,171
21111,19514,Pantepec,48
21112,10239,Petlalcingo,45
21113,4631,Piaxtla,47
21114,1698509,Puebla,78738
21115,54012,Quecholac,140
21116,23329,Quimixtlan,24
26031,1411,Huachinera,8
30176,5182,Tlacojalpan,33
21117,14754,Rafael Lara Grajales,169
21125,9608,San Gregorio Atzompa,98
21131,939,San Juan Atzompa,5
21132,162438,San Martin Texmelucan,3140
26048,72279,Puerto Peñasco,1215
26049,3120,Quiriego,74
29047,3282,Lazaro Cardenas,61
29048,19967,La Magdalena Tlaltelulco,267
21118,29171,Los Reyes de Juarez,79
21124,16701,San Gabriel Chilac,45
21201,3496,Xochiltepec,14
21202,13403,Xochitlan de Vicente Suarez,19
21203,6819,Xochitlan Todos Santos,17
21204,8478,Yaonahuac,40
21205,26450,Yehualtepec,75
21206,4666,Zacapala,27
21207,58800,Zacapoaxtla,472
21208,87692,Zacatlan,821
21209,8979,Zapotitlan,47
21210,5936,Zapotitlan de Mendez,17
21211,17284,Zaragoza,124
21212,20226,Zautla,52
21213,14075,Zihuateutla,51
21133,674,San Martin Totoltepec,8
21134,21644,San Matias Tlalancaleca,158
21135,537,San Miguel Ixitlan,4
21136,13310,San Miguel Xoxtla,128
21137,10491,San Nicolas Buenos Aires,44
21138,12430,San Nicolas de los Ranchos,61
21139,3778,San Pablo Anicano,19
21140,139635,San Pedro Cholula,2635
21141,3520,San Pedro Yeloixtlahuaca,33
21142,32230,San Salvador el Seco,303
21143,33443,San Salvador el Verde,337
22001,68441,Amealco de Bonfil,658
21144,15860,San Salvador Huixcolotla,83
22004,76829,Cadereyta de Montes,1637
22005,69112,Colon,952
22006,208076,Corregidora,6376
22007,45877,Ezequiel Montes,799
22008,42305,Huimilpan,318
22009,29625,Jalpan de Serra,1601
22010,20313,Landa de Matamoros,257
22011,178672,El Marques,5609
22012,76411,Pedro Escobedo,2092
22013,21988,Peñamiller,234
22014,976939,Queretaro,65879
22015,10323,San Joaquin,313
22016,301541,San Juan del Rio,9392
22017,78742,Tequisquiapan,1098
22018,31465,Toliman,489
23001,101106,Cozumel,2146
23002,93104,Felipe Carrillo Puerto,1147
23003,23070,Isla Mujeres,437
23004,265298,Othon P. Blanco,10525
23005,844698,Benito Juarez,31578
21151,9100,Santo Tomas Hueyotlipan,48
21152,13062,Soltepec,66
21153,23518,Tecali de Herrera,196
21154,81930,Tecamachalco,802
21155,6052,Tecomatlan,191
21156,339077,Tehuacan,5757
21157,11865,Tehuitzingo,101
21158,7527,Tenampulco,22
21159,3938,Teopantlan,17
21160,3336,Teotlalco,27
21161,21821,Tepanco de Lopez,185
21162,4349,Tepango de Rodriguez,6
21163,18470,Tepatlaxco de Hidalgo,80
21164,85594,Tepeaca,752
21165,1158,Tepemaxalco,8
21166,9003,Tepeojuma,79
21167,12058,Tepetzintla,11
21168,7196,Tepexco,40
21169,22408,Tepexi de Rodriguez,254
21170,18007,Tepeyahualco,53
24023,16295,Rayon,574
24024,98982,Rioverde,4560
24025,33222,Salinas,336
24026,9765,San Antonio,91
24027,10793,San Ciro de Acosta,253
24028,870578,San Luis Potosi,54305
24029,22089,San Martin Chalchicuautla,392
24030,5396,San Nicolas Tolentino,46
24031,12287,Santa Catarina,115
24032,41789,Santa Maria del Rio,941
24033,12592,Santo Domingo,119
21171,3794,Tepeyahualco de Cuauhtemoc,14
21172,29767,Tetela de Ocampo,111
21173,6283,Teteles de Avila Castillo,49
21174,104906,Teziutlan,3018
21175,13396,Tianguismanalco,50
21176,9094,Tilapa,94
21177,55208,Tlacotepec de Benito Juarez,118
21178,17687,Tlacuilotepec,47
21179,30963,Tlachichuca,218
21180,42437,Tlahuapan,216
21181,7485,Tlaltenango,56
24035,328949,Soledad de Graciano Sanchez,7137
24036,31591,Tamasopo,414
24037,100187,Tamazunchale,4000
24038,16172,Tampacan,305
24039,16069,Tampamolon Corona,240
24040,40732,Tamuin,1273
21182,5299,Tlanepantla,39
21183,21336,Tlaola,63
21184,6860,Tlapacoya,20
21185,8960,Tlapanala,43
21186,57203,Tlatlauquitepec,307
21187,5665,Tlaxco,21
21188,18990,Tochimilco,58
21189,22451,Tochtepec,112
21190,1283,Totoltepec de Guerrero,3
21191,9993,Tulcingo,163
21192,6767,Tuzamapan de Galeana,14
21193,7427,Tzicatlacoyan,15
21194,31183,Venustiano Carranza,218
21195,25910,Vicente Guerrero,17
21196,1665,Xayacatlan de Bravo,14
21197,86069,Xicotepec,730
21198,1276,Xicotlan,9
21199,42668,Xiutetelco,189
21214,18089,Zinacatepec,59
21215,5240,Zongozotla,3
21216,2583,Zoquiapan,3
21217,19699,Zoquitlan,15
23006,42799,Jose Maria Morelos,500
23010,45083,Bacalar,601
24001,19020,Ahualulco,284
24002,8682,Alaquines,125
24003,50884,Aquismon,381
24004,4313,Armadillo de los Infante,56
24042,15866,Tanquian de Escobedo,414
24043,9596,Tierra Nueva,101
24005,19719,Cardenas,691
24006,10209,Catorce,165
24048,5600,Villa de la Paz,100
24007,20098,Cedral,517
25017,94901,Sinaloa,730
25018,160045,Navolato,2475
26001,3025,Aconchi,42
26002,88530,Agua Prieta,1512
26003,27922,Alamos,703
26004,10309,Altar,147
24014,16224,Coxcatlan,231
24018,16719,Huehuetlan,291
24020,104218,Matehuala,4381
24021,59381,Mexquitic de Carmona,809
24022,20338,Moctezuma,160
24044,8032,Vanegas,98
24045,15226,Venado,181
24049,39037,Villa de Ramos,210
24050,51531,Villa de Reyes,936
24054,54251,Xilitla,994
24055,27163,Zaragoza,359
24056,16056,Villa de Arista,464
26005,1284,Arivechi,33
24058,23108,El Naranjo,725
25001,480654,Ahome,11191
25002,50579,Angostura,760
25003,32022,Badiraguato,595
25004,29379,Concordia,194
25005,17211,Cosala,378
25006,962871,Culiacan,30353
25007,34547,Choix,292
25008,59057,Elota,1040
25009,62697,Escuinapa,1547
25010,108251,El Fuerte,1682
25011,316217,Guasave,7713
25012,533733,Mazatlan,11176
25013,48313,Mocorito,434
25014,56992,Rosario,1278
25015,86932,Salvador Alvarado,1925
26007,638,Atil,15
26010,1537,Bacerac,8
26009,862,Bacanora,17
26019,38103,Cananea,2409
26027,9356,Fronteras,46
26020,5305,Carbo,64
26021,2122,La Colorada,8
26028,1170,Granados,53
26030,946054,Hermosillo,48246
26032,990,Huasabas,19
26034,1091,Huepac,6
26035,13843,Imuris,147
26037,1324,Mazatan,9
26043,253486,Nogales,5945
26044,493,Onavas,7
26046,432,Oquitoa,6
26047,10159,Pitiquito,340
26050,1653,Rayon,17
26053,449,San Felipe de Jesus,6
26054,679,San Javier,14
26061,1474,Soyopa,3
26056,10070,San Miguel de Horcasitas,80
26063,1515,Tepache,12
26057,1648,San Pedro de la Cueva,14
26059,2031,Santa Cruz,5
26060,1736,Saric,33
28028,3738,Nuevo Morelos,50
26065,1329,Tubutama,11
28036,1100,San Nicolas,13
26066,9577,Ures,150
26067,1693,Villa Hidalgo,17
26068,1263,Villa Pesqueira,7
26070,18481,General Plutarco Elias Calles,461
27002,276096,Cardenas,12791
27003,117902,Centla,3084
27004,739611,Centro,62862
27005,217559,Comalcalco,6020
27006,148165,Cunduacan,5839
27007,32992,Emiliano Zapata,1832
27008,200660,Huimanguillo,4519
27009,41267,Jalapa,2142
27010,94252,Jalpa de Mendez,5918
27011,32829,Jonuta,1133
27012,177047,Macuspana,7027
27013,149256,Nacajuca,12506
27014,101901,Paraiso,5656
27015,52105,Tacotalpa,1816
27016,62448,Teapa,2827
27017,63851,Tenosique,4219
28001,12768,Abasolo,133
28002,30886,Aldama,1034
28003,255602,Altamira,9456
28004,10384,Antiguo Morelos,125
28006,8446,Bustamante,36
28009,223413,Ciudad Madero,8554
28017,16350,Jaumave,367
29054,6031,San Lorenzo Axocomanitla,127
28018,8538,Jimenez,68
28019,17892,Llera,158
28020,2684,Mainero,52
28021,125639,El Mante,4542
28022,546115,Matamoros,15508
28023,4140,Mendez,21
28024,4434,Mier,140
28025,29033,Miguel Aleman,786
28026,3817,Miquihuana,26
28027,421295,Nuevo Laredo,8145
30079,11998,Ixhuacan de los Reyes,25
30080,23980,Ixhuatlan del Cafe,93
30081,27351,Ixhuatlancillo,479
28029,14524,Ocampo,115
28030,14808,Padilla,432
28031,1840,Palmillas,12
28032,686670,Reynosa,15211
28033,133206,Rio Bravo,1979
28034,9433,San Carlos,83
28035,59215,San Fernando,1086
30082,16524,Ixhuatlan del Sureste,115
30083,56503,Ixhuatlan de Madero,73
30084,6067,Ixmatlahuacan,58
30085,72556,Ixtaczoquitlan,1797
30086,46453,Jalacingo,89
30087,513443,Xalapa,10688
30088,5378,Jalcomulco,27
30089,43828,Jaltipan,587
30090,11971,Jamapa,121
30091,30389,Jesus Carranza,45
28040,67965,Valle Hermoso,1323
28041,367051,Victoria,14688
28042,6563,Villagran,40
28043,25174,Xicotencatl,444
29001,12018,Amaxac de Guerrero,287
29002,16266,Apetatitlan de Antonio Carvajal,513
29003,7030,Atlangatepec,86
29004,18578,Altzayanca,81
29005,85176,Apizaco,3258
29006,51966,Calpulalpan,673
29007,18281,El Carmen Tequexquitla,121
29008,16363,Cuapiaxtla,117
29009,5720,Cuaxomulco,125
29010,77435,Chiautempan,1816
29011,4905,Muñoz de Domingo Arenas,55
29012,9409,Españita,50
29013,100247,Huamantla,1619
29014,15578,Hueyotlipan,125
29019,22733,Tepetitla de Lardizabal,337
29027,13938,Tenancingo,229
29034,45726,Tlaxco,781
30115,39768,Nogales,1209
29035,6306,Tocatlan,151
29036,24161,Totolac,627
29037,9486,Ziltlaltepec de Trinidad Sanchez Santos,81
29038,18563,Tzompantepec,443
29039,25784,Xaloztoc,480
29040,11627,Xaltocan,191
29041,32591,Papalotla de Xicohtencatl,844
30166,10147,Tepetlan,17
30167,15415,Tepetzintla,32
30168,15968,Tequila,44
30169,24096,Jose Azueta,301
30170,11527,Texcatepec,13
30171,5630,Texhuacan,11
30172,21798,Texistepec,50
30173,59388,Tezonapa,112
30174,110811,Tierra Blanca,1253
30175,100967,Tihuatlan,1019
29042,14770,Xicohtzinco,408
29045,6446,Benito Juarez,29
31020,4805,Chicxulub Pueblo,47
31021,8960,Chichimila,151
29057,4944,Santa Apolonia Teacalco,74
29049,6022,San Damian Texoloc,74
29051,4107,San Jeronimo Zacualpan,90
29053,8053,San Juan Huactzinco,115
29056,8337,Santa Ana Nopalucan,111
31024,3500,Chumayel,46
30041,2373,Coetzala,13
30057,14791,Chiconquiaco,18
30058,58611,Chicontepec,235
29058,9500,Santa Catarina Ayometla,200
29059,7664,Santa Cruz Quilehtla,63
30059,17075,Chinameca,87
30060,17492,Chinampa de Gorostiza,14
29060,5367,Santa Isabel Xiloxoxtla,79
30061,85144,Las Choapas,498
30062,22053,Chocaman,201
30063,15234,Chontla,20
30002,3344,Acatlan,13
30003,91195,Acayucan,483
30004,45818,Actopan,226
30005,5690,Acula,57
30006,23921,Acultzingo,120
30007,6820,Camaron de Tejeda,20
30008,10563,Alpatlahuac,13
30009,30740,Alto Lucero de Gutierrez Barrios,111
30010,68340,Altotonga,229
30011,56635,Alvarado,730
30018,1969,Aquila,5
30027,18423,Benito Juarez,23
30028,152810,Boca del Rio,2630
30029,13500,Calcahualco,15
30030,44880,Camerino Z. Mendoza,862
30031,17803,Carrillo Puerto,36
30032,52134,Catemaco,452
30033,24958,Cazones de Herrera,142
30034,28541,Cerro Azul,145
30035,12474,Citlaltepetl,15
30036,10965,Coacoatzintla,58
30037,8852,Coahuitlan,6
30038,97949,Coatepec,1522
30039,339108,Coatzacoalcos,8610
30040,59863,Coatzintla,1126
30165,8888,Tepatlaxco,7
30064,4095,Chumatlan,3
32036,45302,Ojocaliente,571
30074,7636,Huiloapan de Cuauhtemoc,172
30075,18267,Ignacio de la Llave,59
30076,14240,Ilamatlan,17
30077,45440,Isla,313
30078,14148,Ixcatepec,25
30096,1671,Landero y Coss,5
30098,3240,Magdalena,14
30107,3130,Las Minas,2
30108,164357,Minatitlan,3439
30109,67752,Misantla,429
30110,12205,Mixtla de Altamirano,12
30111,18117,Moloacan,88
30112,22956,Naolinco,91
30113,4817,Naranjal,39
30114,11519,Nautla,46
30116,17291,Oluta,79
30118,134420,Orizaba,5812
30119,5971,Otatitlan,12
30120,17084,Oteapan,60
30125,33345,Paso del Macho,180
30126,35445,Paso de Ovejas,473
30127,28959,La Perla,51
30128,76977,Perote,567
30129,19132,Platon Sanchez,50
30130,39712,Playa Vicente,121
30131,217773,Poza Rica de Hidalgo,6694
30133,60978,Pueblo Viejo,605
30134,23890,Puente Nacional,359
30135,24439,Rafael Delgado,449
30136,8510,Rafael Lucio,43
30138,44568,Rio Blanco,1540
30140,3097,San Andres Tenejapan,20
30141,173149,San Andres Tuxtla,2271
30142,35607,San Juan Evangelista,37
30143,60542,Santiago Tuxtla,336
30144,34331,Sayula de Aleman,55
30145,17083,Soconusco,57
30146,3839,Sochiapa,18
30147,24269,Soledad Atzompa,15
30148,29150,Soledad de Doblado,243
30149,36043,Soteapan,30
30150,12233,Tamalin,18
30151,24459,Tamiahua,83
30152,13099,Tampico Alto,56
30153,6072,Tancoco,12
30154,13662,Tantima,13
30155,109017,Tantoyuca,247
30156,6179,Tatatila,8
30157,20752,Castillo de Teayo,54
30158,25352,Tecolutla,120
30159,27267,Tehuipango,20
30160,110365,Alamo Temapache,481
30161,37410,Tempoal,145
30162,7081,Tenampa,9
30163,5425,Tenochtitlan,7
30164,17551,Teocelo,108
30185,5584,Tlilapan,96
30190,2358,Tuxtilla,36
30192,21319,Vega de Alatorre,125
30193,626918,Veracruz,23334
30194,12406,Villa Aldama,50
30196,18981,Yanga,246
30197,12549,Yecuatla,17
30198,7530,Zacualpan,8
30199,11884,Zaragoza,29
30206,31215,Nanchital de Lazaro Cardenas del Rio,420
31001,7035,Abala,73
31002,17390,Acanceh,496
31003,11877,Akil,113
31004,6406,Baca,99
31005,2349,Bokoba,44
31049,3901,Mayapan,6
31007,7768,Cacalchen,72
31009,4994,Cansahcab,65
31055,7249,Opichen,67
31056,33191,Oxkutzcab,348
31057,8254,Panaba,102
31010,2684,Cantamayec,10
31012,4194,Cenotillo,40
31013,11891,Conkal,363
31014,1724,Cuncunul,91
31015,5555,Cuzama,40
31016,3197,Chacsinkin,21
31018,3388,Chapab,86
31022,4448,Chikindzonot,37
31064,1829,Sanahcat,12
31023,5070,Chochola,51
31025,5690,Dzan,108
31026,3981,Dzemul,68
31027,8874,Dzidzantun,81
31031,2840,Dzoncauich,15
31033,21620,Halacho,157
31034,6607,Hocaba,50
31035,6358,Hoctun,65
31037,5578,Huhi,33
31038,34856,Hunucma,1016
31039,4390,Ixil,38
31041,108918,Kanasin,2952
31042,5813,Kantunil,27
31072,1963,Suma,36
31043,3307,Kaua,39
31044,7657,Kinchil,125
31045,2726,Kopoma,34
31046,3371,Mama,34
31048,24331,Maxcanu,661
31073,5375,Tahdziu,11
31051,3513,Mococha,46
31053,13571,Muna,155
31100,3963,Ucu,51
31054,3074,Muxupip,40
32017,199581,Guadalupe,9132
32018,4263,Huanusco,53
32019,25422,Jalpa,440
32020,63035,Jerez,1420
32021,4464,Jimenez del Teul,27
32022,22780,Juan Aldama,189
32023,13357,Juchipila,121
32024,56515,Loreto,529
32025,13948,Luis Moya,93
32026,18464,Mazapil,279
32027,3112,Melchor Ocampo,12
32028,2605,Mezquital del Oro,15
32029,24847,Miguel Auza,155
32030,2542,Momax,110
32031,9708,Monte Escobedo,230
32032,13120,Morelos,373
32033,4217,Moyahua de Estrada,20
32034,29353,Nochistlan de Mejia,1298
32035,17636,Noria de Angeles,108
31060,1028,Quintana Roo,8
31062,5157,Sacalum,78
31063,5540,Samahil,130
32057,20285,Trancoso,306
31068,3377,Sinanche,39
31070,4204,Sucila,116
31074,3982,Tahmek,68
31075,7031,Teabo,110
31076,18791,Tecoh,160
31077,2845,Tekal de Venegas,19
31078,4049,Tekanto,36
31080,10974,Tekit,42
31082,4051,Telchac Pueblo,40
31083,1912,Telchac Puerto,20
31086,2372,Tepakan,18
31087,5419,Tetiz,49
31088,2091,Teya,31
31090,7877,Timucuy,56
31094,5200,Tixmehuac,14
31095,5922,Tixpehual,103
31097,3751,Tunkas,27
31103,3722,Xocchel,21
31105,3377,Yaxkukul,49
31106,2426,Yobain,20
32003,2621,Atolinga,51
32004,4307,Benito Juarez,47
32005,47377,Calera,748
32006,8712,Cañitas de Felipe Pescador,70
32007,13933,Concepcion del Oro,474
32008,13230,Cuauhtemoc,90
32009,11842,Chalchihuites,63
32010,242826,Fresnillo,7315
32011,3022,Trinidad Garcia de la Cadena,42
32012,8559,Genaro Codina,83
32013,6620,General Enrique Estrada,85
32014,22792,General Francisco R. Murguia,188
32015,1340,El Plateado de Joaquin Amaro,11
32016,24286,General Panfilo Natera,230
32041,2528,El Salvador,28
32052,20167,Villa Garcia,104
